A2M NP_000005.3
TLR6 NP_006059.2
TLR7 NP_057646.1
TLR8 NP_619542.1
TLR9 NP_059138.1
TM4SF5 NP_003954.2
TM6SF1 NP_075379.2
TM9SF2 NP_004791.1
TMA16 NP_060822.2
TMC1 NP_619636.2
TMC3 NP_001074001.1
TMC5 NP_001248770.1
TMC6 NP_009198.4
TMCO3 NP_060375.4
TMCO5A NP_689666.2
TMEFF2 NP_057276.2
TMEM102 NP_848613.1
TMEM106C NP_001137314.1
TMEM127 NP_001180233.1
TMEM130 NP_690877.1
TMEM131 NP_056163.1
TMEM132A NP_821174.1
TMEM132B NP_443139.2
TMEM132D NP_597705.2
TMEM145 NP_775904.2
TMEM161B NP_699185.1
TMEM165 NP_060945.2
TMEM174 NP_694949.1
TMEM176A NP_060957.2
TMEM176B NP_001094782.1
TMEM186 NP_056236.2
TMEM202 NP_001073931.1
TMEM222 NP_115501.2
TMEM225 NP_001013765.2
TMEM243 NP_077291.1
TMEM25 NP_116169.2
TMEM253 NP_001140155.1
TMEM263 NP_689474.1
TMEM268 NP_694590.2
TMEM33 NP_060596.2
TMEM38B NP_060582.1
TMEM45B NP_620143.1
TMEM52 NP_848640.1
TMEM54 NP_277039.1
TMEM63B NP_060896.1
TMEM63C NP_065164.2
TMEM67 NP_714915.3
TMEM74 NP_694560.1
TMEM79 NP_115699.1
TMEM82 NP_001013663.1
TMEM87B NP_116213.1
TMEM98 NP_056359.2
TMIGD2 NP_653216.2
TMLHE NP_060666.1
TMOD1 NP_003266.1
TMPO NP_003267.1
TMPRSS15 NP_002763.3
TMPRSS3 NP_001243246.1
TMPRSS5 NP_110397.2
TMPRSS6 NP_705837.1
TMPRSS7 NP_001036040.2
TMPRSS9 NP_892018.1
TMTC1 NP_001180380.1
TMTC2 NP_689801.1
TMTC3 NP_861448.2
TNF NP_000585.2
TNFAIP2 NP_006282.2
TNFAIP6 NP_009046.2
TNFRSF10D NP_003831.2
TNFRSF11A NP_003830.1
TNFRSF11B NP_002537.3
TNFRSF13B NP_036584.1
TNFRSF13C NP_443177.1
TNFRSF18 NP_004186.1
TNFRSF19 NP_683760.1
TNFRSF1A NP_001056.1
TNFRSF1B NP_001057.1
TNFRSF25 NP_003781.1
TNFRSF4 NP_003318.1
TNFRSF8 NP_001234.3
TNFRSF9 NP_001552.2
TNFSF12 NP_003800.1
TNFSF13B NP_006564.1
TNFSF15 NP_005109.2
TNFSF9 NP_003802.1
TNIP3 NP_079149.3
TNK1 NP_003976.2
TNKS NP_003738.2
TNKS1BP1 NP_203754.2
TNKS2 NP_079511.1
TNN NP_071376.1
TNNC1 NP_003271.1
TNNI3 NP_000354.4
TNNI3K NP_057062.1
TNNT2 NP_000355.2
TNNT2 NP_001263274.1
TNNT3 NP_006748.1
TNP2 NP_005416.1
TNPO2 NP_001129668.1
TNPO2 NP_001369170.1
TNPO3 NP_036602.1
TNRC18 NP_001073964.2
TNRC6A NP_055309.2
TNRC6B NP_001155973.1
TNRC6C NP_001136112.1
TNS3 NP_073585.8
TNS4 NP_116254.4
TOE1 NP_079353.3
TOGARAM1 NP_001295049.1
TOGARAM2 NP_954974.2
TOM1L1 NP_005477.2
TOMM20L NP_997260.1
TOMM40 NP_001122389.1
TOMM70 NP_055635.3
TOP1 NP_003277.1
TOP2A NP_001058.2
TOP2B NP_001317629.1
TOP3A NP_004609.1
TOP3B NP_001269041.1
TOPAZ1 NP_001138502.1
TOPBP1 NP_008958.2
TOR1A NP_000104.1
TOR2A NP_001078816.2
TOR3A NP_071766.2
TP53 NP_000537.3
TP53BP2 NP_001026855.2
TP53RK NP_291028.3
TP63 NP_003713.3
TPCN1 NP_001137291.1
TPCN1 NP_060371.2
TPCN2 NP_620714.2
TPD52L2 NP_003279.2
TPD52L3 NP_001001874.2
TPH1 NP_004170.1
TPH2 NP_775489.2
TPI1 NP_000356.1
TPK1 NP_071890.2
TPM1 NP_001018005.1
TPM2 NP_003280.2
TPM2 NP_998839.1
TPM3 NP_689476.2
TPMT NP_000358.1
TPO NP_001193673.1
TPP1 NP_000382.3
TPP2 NP_001317517.1
TPSB2 NP_077078.5
TPSG1 NP_036599.4
TPX2 NP_036244.2
TRAF3IP2 NP_679211.2
TRAF5 NP_001029082.1
TRAF7 NP_115647.2
TRAFD1 NP_006691.1
TRAIP NP_005870.2
TRAK1 NP_001036111.1
TRAP1 NP_057376.2
TRAPPC11 NP_068761.4
TRAPPC12 NP_057114.5
TRAPPC2L NP_057293.1
TRAPPC4 NP_057230.1
TRAT1 NP_057472.2
TRDMT1 NP_004403.1
TRDN NP_006064.2
TREH NP_009111.2
TREM2 NP_061838.1
TREML2 NP_079083.2
TRERF1 NP_001378912.1
TRHR NP_003292.1
TRIB3 NP_066981.2
TRIM10 NP_006769.2
TRIM17 NP_057186.1
TRIM2 NP_056086.2
TRIM22 NP_006065.2
TRIM24 NP_056989.2
TRIM28 NP_005753.1
TRIM31 NP_008959.3
TRIM38 NP_006346.1
TRIM39 NP_001356450.1
TRIM41 NP_291027.3
TRIM44 NP_060053.2
TRIM45 NP_079464.2
TRIM46 NP_079334.3
TRIM54 NP_115935.3
TRIM55 NP_908973.1
TRIM60 NP_689833.1
TRIM65 NP_775818.2
TRIM71 NP_001034200.1
TRIM72 NP_001008275.2
TRIML1 NP_848651.2
TRIO NP_009049.2
TRIOBP NP_001034230.1
TRIP10 NP_001275891.1
TRIP11 NP_004230.2
TRIP13 NP_004228.1
TRIP4 NP_057297.2
TRIT1 NP_060116.2
TRMT1 NP_001129507.1
TRMT10A NP_001128137.1
TRMT10B NP_659401.2
TRMT11 NP_001026882.2
TRMT1L NP_112196.3
TRMT5 NP_065861.3
TRMU NP_060476.2
TRNT1 NP_886552.3
TROAP NP_005471.3
TRPA1 NP_015628.2
TRPC3 NP_001124170.1
TRPC6 NP_004612.2
TRPC7 NP_065122.1
TRPM1 NP_001238953.1
TRPM2 NP_003298.1
TRPM3 NP_001007472.2
TRPM3 NP_001353074.1
TRPM4 NP_060106.2
TRPM5 NP_055370.1
TRPM6 NP_060132.3
TRPM8 NP_076985.4
TRPS1 NP_054831.2
TRPV1 NP_542435.2
TRPV3 NP_659505.1
TRPV4 NP_067638.3
TRPV5 NP_062815.3
TRUB1 NP_631908.1
TSC1 NP_000359.1
TSC2 NP_000539.2
TSC22D2 NP_001290193.1
TSEN2 NP_079541.1
TSFM NP_005717.3
TSHB NP_000540.2
TSHR NP_000360.2
TSKU NP_056331.2
TSNARE1 NP_659440.2
TSNAXIP1 NP_060900.2
TSPAN32 NP_620591.3
TSPAN7 NP_004606.2
TSPAN8 NP_004607.1
TSPEAR NP_659428.2
TSPO NP_000705.2
TSPOAP1 NP_004749.2
TSPYL1 NP_003300.1
TSR1 NP_060598.3
TST NP_003303.2
TTBK1 NP_115927.1
TTBK2 NP_775771.3
TTC1 NP_003305.1
TTC13 NP_078801.3
TTC16 NP_659402.1
TTC17 NP_060729.2
TTC19 NP_060245.3
TTC21A NP_001353828.1
TTC21A NP_665698.2
TTC21B NP_079029.3
TTC23L NP_653326.3
TTC26 NP_079202.2
TTC27 NP_060205.3
TTC3 NP_001317612.1
TTC32 NP_001008238.1
TTC37 NP_055454.1
TTC39C NP_001129465.1
TTC4 NP_004614.3
TTC7A NP_065191.2
TTC7B NP_001010854.1
TTC8 NP_653197.2
TTC9 NP_056166.1
TTF1 NP_031370.2
TTF2 NP_003585.3
TTI1 NP_001290386.1
TTI2 NP_001095871.1
TTL NP_714923.1
TTLL1 NP_036395.1
TTLL10 NP_001123517.1
TTLL2 NP_114155.4
TTLL4 NP_055455.3
TTLL5 NP_055887.3
TTPA NP_000361.1
TTR NP_000362.1
TTYH1 NP_001005367.1
TUBA1A NP_006000.2
TUBA3C NP_005992.1
TUBA3E NP_997195.2
TUBA4A NP_005991.1
TUBA8 NP_061816.1
TUBAL3 NP_079079.1
TUBB NP_821133.1
TUBB1 NP_110400.1
TUBB2A NP_001060.1
TUBB2B NP_821080.1
TUBB3 NP_006077.2
TUBB4A NP_006078.2
TUBB4B NP_006079.1
TUBB8 NP_817124.1
TUBG1 NP_001061.2
TUBGCP4 NP_055259.2
TUBGCP5 NP_443135.3
TUBGCP6 NP_065194.3
TUFT1 NP_064512.1
TULP1 NP_003313.3
TULP3 NP_003315.2
TUSC3 NP_006756.2
TVP23A NP_001072980.1
TWIST1 NP_000465.1
TWIST2 NP_001258822.1
TWNK NP_068602.2
TXNIP NP_006463.3
TXNRD1 NP_001087240.1
TXNRD2 NP_006431.2
TYK2 NP_003322.3
TYMP NP_001944.1
TYR NP_000363.1
TYROBP NP_003323.1
TYRP1 NP_000541.1
TYW1 NP_060734.2
UACA NP_060473.2
UAP1 NP_001311045.1
UBA1 NP_003325.2
UBA5 NP_079094.1
UBA7 NP_003326.2
UBAP2L NP_055662.3
UBASH3A NP_061834.1
UBD NP_006389.2
UBE2A NP_003327.2
UBE2F NP_542409.1
UBE2K NP_005330.1
UBE2Q2 NP_775740.1
UBE3B NP_569733.2
UBE4B NP_001099032.1
UBL7 NP_116296.1
UBP1 NP_055332.3
UBQLN4 NP_064516.2
UBR1 NP_777576.1
UBR2 NP_001350634.1
UBR3 NP_742067.3
UBTF NP_055048.1
UBXN11 NP_001376485.1
UBXN6 NP_079517.1
UCHL1 NP_004172.2
UCK2 NP_036606.2
UFSP2 NP_060829.2
UGDH NP_003350.1
UGGT1 NP_064505.1
UGGT2 NP_064506.3
UGT1A6 NP_001063.2
UGT2B17 NP_001068.1
UGT2B4 NP_066962.2
UGT8 NP_001121646.2
UHRF1BP1 NP_060224.3
UHRF2 NP_690856.1
ULBP1 NP_079494.1
ULBP3 NP_078794.1
ULK1 NP_003556.2
ULK3 NP_001092906.3
ULK4 NP_060356.2
UMOD NP_003352.2
UMPS NP_000364.1
UNC119 NP_005139.1
UNC13B NP_006368.3
UNC13C NP_001074003.1
UNC13D NP_954712.1
UNC45A NP_061141.2
UNC45B NP_001253981.1
UNC45B NP_775259.1
UNC5B NP_734465.2
UNC5D NP_543148.2
UNC79 NP_001333147.1
UNC79 NP_001382088.1
UNC93A NP_061847.2
UNC93B1 NP_112192.2
UNG NP_550433.1
UPF1 NP_002902.2
UPK1B NP_008883.2
UPP2 NP_775491.1
UQCRB NP_006285.1
UQCRC2 NP_003357.2
UQCRQ NP_055217.2
URB2 NP_055592.2
UROC1 NP_653240.1
UROD NP_000365.3
UROS NP_000366.1
USB1 NP_078874.2
USF2 NP_003358.1
USH1C NP_710142.1
USH1G NP_775748.2
USH2A NP_009054.5
USHBP1 NP_114147.2
USP11 NP_004642.2
USP18 NP_059110.2
USP20 NP_001103773.2
USP21 NP_001014443.1
USP27X NP_001138545.1
USP29 NP_065954.1
USP3 NP_006528.2
USP30 NP_116052.2
USP32 NP_115971.2
USP35 NP_065849.1
USP36 NP_001308220.1
USP38 NP_115946.2
USP42 NP_115548.1
USP43 NP_694942.3
USP50 NP_987090.2
USP53 NP_001358324.1
USP53 NP_061923.2
USP54 NP_001378885.1
USP6 NP_001291213.1
USPL1 NP_005791.3
UST NP_005706.1
UTP11 NP_057121.2
UTP20 NP_055318.2
UTP25 NP_055203.4
UTP3 NP_065101.1
UTP4 NP_116219.2
UTP6 NP_060898.2
UTS2 NP_006777.1
UTS2R NP_061822.1
UVRAG NP_003360.2
UVSSA NP_065945.2
VAC14 NP_060522.3
VAMP2 NP_055047.2
VAMP7 NP_005629.1
VANGL1 NP_620409.1
VAPB NP_004729.1
VARS1 NP_006286.1
VASH2 NP_079025.2
VASN NP_612449.2
VAV1 NP_005419.2
VAV3 NP_006104.4
VAX2 NP_036608.1
VCAM1 NP_001069.1
VCL NP_054706.1
VCP NP_009057.1
VDR NP_000367.1
VEZT NP_060069.3
VGF NP_003369.2
VGLL3 NP_057290.2
VHL NP_000542.1
VIL1 NP_009058.2
VILL NP_056957.3
VIM NP_003371.2
VIPAS39 NP_071350.2
VIPR1 NP_004615.2
VIPR2 NP_003373.2
VKORC1 NP_076869.1
VKORC1L1 NP_775788.2
VLDLR NP_003374.3
VN1R2 NP_776255.2
VN1R4 NP_776256.2
VNN1 NP_004657.2
VNN2 NP_004656.2
VNN2 NP_004656.3
VPS11 NP_068375.3
VPS13B NP_056058.2
VPS16 NP_072097.2
VPS18 NP_065908.1
VPS25 NP_115729.1
VPS33A NP_075067.2
VPS33B NP_061138.3
VPS35 NP_060676.2
VPS37A NP_689628.2
VPS45 NP_009190.2
VPS50 NP_060137.2
VRK1 NP_003375.1
VRK2 NP_006287.2
VSIG10L NP_001157394.1
VSIG4 NP_009199.1
VSTM2A NP_001287938.1
VSTM4 NP_001026916.2
VSX1 NP_055403.2
VSX2 NP_878314.1
VWA1 NP_073745.2
VWA2 NP_001258975.1
VWA3A NP_775886.3
VWA3B NP_659429.4
VWA5A NP_001123614.1
VWA5B1 NP_001034589.2
VWA7 NP_079534.2
VWA8 NP_055873.1
VWDE NP_001129396.1
VWF NP_000543.2
VWF NP_000543.3
WAPL NP_055860.1
WARS1 NP_004175.2
WARS2 NP_056651.1
WAS NP_000368.1
WASF2 NP_008921.1
WASHC2A NP_001278327.1
WASHC4 NP_056090.1
WBP1L NP_001077382.1
WBP4 NP_009118.1
WDHD1 NP_009017.1
WDR1 NP_059830.1
WDR11 NP_060587.8
WDR13 NP_001334146.1
WDR17 NP_733828.2
WDR19 NP_079408.3
WDR33 NP_060853.3
WDR35 NP_065830.2
WDR36 NP_644810.1
WDR43 NP_055946.1
WDR45 NP_001025067.1
WDR49 NP_001353087.1
WDR59 NP_085058.3
WDR6 NP_060501.4
WDR62 NP_001077430.1
WDR7 NP_056100.2
WDR70 NP_060504.1
WDR72 NP_877435.3
WDR74 NP_060563.2
WDR87 NP_114157.4
WDR88 NP_775750.3
WDR90 NP_660337.3
WDR93 NP_064597.1
WFDC1 NP_067020.2
WFS1 NP_005996.2
WHRN NP_056219.3
WIF1 NP_009122.2
WIPI1 NP_060453.3
WIPI2 NP_057087.2
WNK1 NP_061852.3
WNK4 NP_115763.2
WNT1 NP_005421.1
WNT10A NP_079492.2
WNT10B NP_003385.2
WNT11 NP_004617.2
WNT16 NP_476509.1
WNT2B NP_078613.1
WNT3A NP_149122.1
WNT5A NP_003383.2
WNT7A NP_004616.2
WNT7B NP_478679.1
WNT8B NP_003384.2
WRAP53 NP_001137464.1
WRN NP_000544.2
WRNIP1 NP_064520.2
WWC1 NP_056053.1
WWC2 NP_079225.5
WWC3 NP_056506.2
WWOX NP_057457.1
WWP2 NP_001257383.1
XAB2 NP_064581.2
XCL1 NP_002986.1
XDH NP_000370.2
XIAP NP_001158.2
XIRP1 NP_919269.2
XKR7 NP_001011718.1
XKR8 NP_060523.2
XKR9 NP_001011720.1
XPA NP_000371.1
XPO5 NP_065801.1
XPO6 NP_055986.1
XPO7 NP_001093631.1
XRCC2 NP_005422.1
XRCC3 NP_005423.1
XRN1 NP_001269786.1
XRN2 NP_036387.2
XRRA1 NP_001365086.1
XYLB NP_005099.2
XYLT1 NP_071449.1
XYLT2 NP_071450.2
YARS1 NP_003671.1
YARS2 NP_001035526.1
YBX3 NP_003642.3
YEATS2 NP_060493.3
YIPF5 NP_110426.4
YJU2 NP_060544.2
YLPM1 NP_062535.2
YPEL5 NP_057145.1
YTHDF1 NP_060268.2
YWHAG NP_036611.2
YY1 NP_003394.1
ZAN NP_003377.2
ZAP70 NP_001070.2
ZAR1 NP_783318.1
ZBBX NP_001186130.1
ZBED2 NP_078784.2
ZBED6CL NP_612443.1
ZBP1 NP_110403.2
ZBTB1 NP_001116801.1
ZBTB10 NP_001099009.1
ZBTB18 NP_006343.2
ZBTB20 NP_001157814.1
ZBTB21 NP_001091872.1
ZBTB4 NP_001122305.1
ZBTB41 NP_919290.2
ZBTB49 NP_660334.3
ZBTB5 NP_055687.1
ZC2HC1A NP_057094.2
ZC3H11A NP_001363271.1
ZC3H12C NP_203748.1
ZC3H13 NP_001317493.1
ZC3H14 NP_079100.2
ZC3H6 NP_940983.2
ZC3H7B NP_060060.3
ZCCHC2 NP_060212.4
ZCCHC4 NP_079212.2
ZCCHC8 NP_060082.2
ZDBF2 NP_065974.1
ZDHHC15 NP_659406.1
ZDHHC17 NP_056151.2
ZDHHC18 NP_115659.1
ZDHHC2 NP_057437.1
ZDHHC8 NP_037505.1
ZDHHC9 NP_057116.2
ZEB1 NP_110378.3
ZEB2 NP_055610.1
ZFAND3 NP_068762.1
ZFAT NP_065914.2
ZFP1 NP_710155.2
ZFP14 NP_065968.1
ZFP28 NP_065879.1
ZFP30 NP_001307597.1
ZFP42 NP_777560.2
ZFP57 NP_001103279.2
ZFP64 NP_060667.2
ZFPL1 NP_006773.2
ZFPM1 NP_722520.2
ZFPM2 NP_036214.2
ZFR NP_057191.2
ZFYVE19 NP_001070736.1
ZFYVE27 NP_001372804.1
ZFYVE9 NP_004790.2
ZHX2 NP_055758.1
ZHX3 NP_001371246.1
ZIC3 NP_003404.1
ZIC4 NP_115529.2
ZKSCAN1 NP_003430.1
ZKSCAN7 NP_001275519.1
ZKSCAN8 NP_006289.2
ZMIZ1 NP_065071.1
ZMYM1 NP_079048.3
ZMYM2 NP_932072.1
ZMYND10 NP_056980.2
ZMYND15 NP_001129518.1
ZMYND8 NP_001268704.1
ZNF10 NP_056209.2
ZNF101 NP_149981.2
ZNF106 NP_071918.1
ZNF107 NP_057304.1
ZNF112 NP_001076804.1
ZNF114 NP_705836.1
ZNF132 NP_003424.3
ZNF133 NP_001339381.2
ZNF134 NP_003426.3
ZNF136 NP_003428.1
ZNF141 NP_003432.1
ZNF143 NP_003433.3
ZNF148 NP_068799.2
ZNF165 NP_001363420.1
ZNF169 NP_919301.2
ZNF17 NP_001317546.1
ZNF17 NP_008890.2
ZNF175 NP_009078.1
ZNF189 NP_003443.2
ZNF195 NP_001123992.1
ZNF197 NP_008922.1
ZNF2 NP_066574.2
ZNF214 NP_037381.2
ZNF215 NP_037382.2
ZNF217 NP_006517.1
ZNF219 NP_057507.2
ZNF221 NP_001284517.1
ZNF222 NP_001123468.1
ZNF223 NP_037493.3
ZNF225 NP_037494.2
ZNF227 NP_872296.1
ZNF23 NP_666016.1
ZNF230 NP_006291.2
ZNF234 NP_006621.1
ZNF235 NP_004225.3
ZNF254 NP_975011.3
ZNF26 NP_062537.2
ZNF263 NP_005732.2
ZNF264 NP_003408.1
ZNF267 NP_003405.4
ZNF268 NP_003406.1
ZNF273 NP_066971.2
ZNF277 NP_068834.2
ZNF282 NP_003566.1
ZNF284 NP_001032902.1
ZNF292 NP_055836.1
ZNF30 NP_001092907.1
ZNF304 NP_065708.2
ZNF326 NP_892021.1
ZNF330 NP_055302.1
ZNF334 NP_001340753.1
ZNF337 NP_056470.1
ZNF33B NP_008886.1
ZNF34 NP_085057.3
ZNF341 NP_116208.3
ZNF345 NP_001229401.1
ZNF354A NP_005640.2
ZNF354B NP_478137.1
ZNF358 NP_060553.4
ZNF365 NP_055766.2
ZNF367 NP_710162.1
ZNF397 NP_001128650.1
ZNF407 NP_060227.2
ZNF419 NP_078967.3
ZNF420 NP_653290.2
ZNF432 NP_055465.1
ZNF44 NP_001157748.1
ZNF444 NP_060807.2
ZNF446 NP_060378.1
ZNF462 NP_067047.4
ZNF467 NP_997219.1
ZNF473 NP_056243.1
ZNF474 NP_997200.1
ZNF491 NP_689569.2
ZNF518B NP_444270.2
ZNF526 NP_597701.1
ZNF527 NP_115829.1
ZNF528 NP_115799.2
ZNF530 NP_065931.3
ZNF532 NP_001362841.1
ZNF534 NP_001137411.1
ZNF536 NP_055532.1
ZNF543 NP_998763.2
ZNF544 NP_055295.2
ZNF554 NP_001096121.1
ZNF556 NP_079243.1
ZNF557 NP_077317.2
ZNF559 NP_115886.1
ZNF566 NP_001138816.1
ZNF580 NP_996998.1
ZNF584 NP_775819.1
ZNF586 NP_060122.2
ZNF587 NP_116217.1
ZNF589 NP_057173.2
ZNF592 NP_055445.2
ZNF593 NP_056955.2
ZNF596 NP_001035881.1
ZNF600 NP_940859.3
ZNF607 NP_116078.4
ZNF613 NP_001026891.2
ZNF619 NP_001138554.1
ZNF620 NP_787084.1
ZNF627 NP_660338.1
ZNF629 NP_001073886.1
ZNF644 NP_958357.1
ZNF646 NP_055514.3
ZNF655 NP_612503.1
ZNF664 NP_689650.1
ZNF671 NP_079109.2
ZNF674 NP_001034980.1
ZNF679 NP_699194.2
ZNF680 NP_848653.2
ZNF687 NP_065883.1
ZNF7 NP_003407.1
ZNF700 NP_653167.1
ZNF71 NP_067039.1
ZNF717 NP_001277137.1
ZNF727 NP_001152994.1
ZNF75A NP_694573.1
ZNF75D NP_009062.2
ZNF76 NP_003418.2
ZNF768 NP_078947.3
ZNF77 NP_067040.1
ZNF773 NP_940944.1
ZNF777 NP_056509.2
ZNF778 NP_001188336.1
ZNF778 NP_872337.2
ZNF785 NP_689671.2
ZNF786 NP_689624.2
ZNF79 NP_009066.2
ZNF792 NP_787068.3
ZNF793 NP_001013681.2
ZNF8 NP_066575.2
ZNF80 NP_009067.2
ZNF804B NP_857597.1
ZNF81 NP_009068.2
ZNF816 NP_001026835.1
ZNF829 NP_001032309.2
ZNF831 NP_848552.1
ZNF839 NP_060805.3
ZNF84 NP_001276900.1
ZNF846 NP_001071092.1
ZNF880 NP_001138906.1
ZNF92 NP_689839.1
ZNF93 NP_112495.2
ZNFX1 NP_066363.1
ZNHIT3 NP_004764.1
ZNRD2 NP_006387.1
ZP3 NP_001103824.1
ZPBP2 NP_955353.1
ZPLD1 NP_778226.1
ZPR1 NP_003895.1
ZRANB1 NP_060050.2
ZRANB2 NP_976225.1
ZSCAN10 NP_116194.2
ZSCAN12 NP_001156863.1
ZSCAN20 NP_001364305.1
ZSCAN29 NP_001359009.1
ZSCAN9 NP_006290.1
ZSWIM2 NP_872327.2
ZSWIM3 NP_542790.2
ZSWIM4 NP_075560.2
ZSWIM5 NP_065934.1
ZSWIM8 NP_001354728.1
ZYG11A NP_001004339.2
ZZZ3 NP_056349.1
